task,lane,episode,reach,target_x,target_y,distractor_x,distractor_y,close_q,d_x,d_y,d_xy,d_z,tip_rim,sel_target,steps,maxlift,slip,dPlate,holdd,holdz,bimp,bpen,pmax,pmove,refok,ikfail,rotacc,distmax,distobj,strict,termhold,lost
3,g,16,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.044,0.054,0.0697,-0.028,-0.081,1,40.0,0.0628,0.1156,0.0569,0.0371,0.9108,10.0,0.0012,0.0345,0.0345,-1.0,0.0,0.5,0.0026,cookies,0,1,1
3,g,17,0.7306,0.07,0.03,0.02573322,-0.29030457,6,-0.042,0.035,0.0547,0.04,-0.013,1,20.0,0.0732,0.0811,0.0176,0.0141,0.912,3.0,0.0,0.0188,0.0182,13.0,0.0,0.5,0.0003,cookies,0,1,0
3,g,18,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.038,0.0597,-0.019,-0.072,1,28.0,0.0899,0.0895,0.0296,0.0212,0.9117,5.0,0.0002,0.0235,0.0208,-1.0,0.0,0.5,0.0024,cookies,0,1,1
3,g,19,0.7306,0.07,0.03,0.02573322,-0.29030457,6,-0.047,0.033,0.0574,0.033,-0.02,1,150.0,0.0454,0.3491,0.1579,-1.0,-1.0,11.0,0.0217,0.1293,0.1293,-1.0,0.0,0.5,0.1038,cookies,0,0,0
3,g,2,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.047,0.044,0.0644,-0.021,-0.074,1,26.0,0.0753,0.1061,0.0219,0.0136,0.9118,4.0,0.0001,0.0205,0.0205,-1.0,0.0,0.5,0.0085,cookies,0,1,1
3,g,20,0.7306,0.07,0.03,0.02573322,-0.29030457,6,-0.045,0.03,0.0541,0.029,-0.024,1,112.0,0.0866,0.0821,0.1081,0.0265,0.9108,23.0,0.0101,0.1497,0.1497,-1.0,0.0,0.5,0.0414,cookies,0,1,1
3,g,21,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.05,0.0679,-0.03,-0.083,1,150.0,0.0553,0.2558,0.0753,-1.0,-1.0,4.0,0.0215,0.0545,0.046,-1.0,0.0,0.5,0.0462,ramekin,0,0,0
3,g,22,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.048,0.041,0.0631,-0.023,-0.076,1,25.0,0.0751,0.0919,0.0509,0.0198,0.9118,6.0,0.0016,0.0178,0.017,-1.0,0.0,0.5,0.0003,cookies,0,1,1
3,g,23,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.047,0.041,0.0624,-0.02,-0.073,1,25.0,0.0759,0.0899,0.0376,0.015,0.912,5.0,0.0,0.0258,0.025,-1.0,0.0,0.5,0.0057,cookies,0,1,1
3,g,24,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.044,0.044,0.0622,-0.021,-0.074,1,27.0,0.0727,0.1044,0.058,0.0185,0.9117,7.0,0.001,0.0176,0.0106,-1.0,0.0,0.5,0.0054,cookies,0,1,1
3,g,25,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.047,0.044,0.0644,-0.03,-0.083,1,28.0,0.0724,0.1064,0.0506,0.027,0.9116,7.0,0.0009,0.0313,0.0224,-1.0,0.0,0.5,0.0033,cookies,0,1,1
3,g,3,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.045,0.0636,-0.021,-0.074,1,41.0,0.0815,0.0839,0.0331,0.0331,0.9112,8.0,0.0007,0.011,0.008,32.0,0.0,0.5,0.0062,cookies,0,1,2
3,g,4,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.044,0.041,0.0601,-0.02,-0.073,1,35.0,0.081,0.105,0.0346,0.0416,0.9117,9.0,0.0065,0.0558,0.0439,-1.0,0.0,0.5,0.0051,cookies,0,1,1
3,g,5,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.041,0.0609,-0.019,-0.072,1,25.0,0.0943,0.0904,0.0336,0.0106,0.912,5.0,0.0,0.0186,0.0181,14.0,0.0,0.5,0.0047,cookies,0,1,0
3,g,6,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.043,0.046,0.063,-0.019,-0.072,1,150.0,0.079,0.1308,0.0716,0.036,0.9114,18.0,0.0112,0.1473,0.1473,-1.0,0.0,0.5,0.0061,cookies,0,0,0
3,g,7,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.044,0.052,0.0681,-0.027,-0.08,1,150.0,0.0302,0.2734,0.1488,-1.0,-1.0,5.0,0.0213,0.3273,0.3273,-1.0,0.0,0.5,0.0059,cookies,0,0,0
3,g,8,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.048,0.045,0.0658,-0.027,-0.08,1,150.0,0.0382,0.1875,0.1827,-1.0,-1.0,16.0,0.0216,0.0849,0.0771,-1.0,0.0,0.5,0.0325,cookies,0,0,0
3,g,9,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.05,0.0679,-0.026,-0.079,1,26.0,0.0744,0.0964,0.0213,0.0157,0.9118,5.0,0.0001,0.017,0.017,-1.0,0.0,0.5,0.0039,cookies,0,1,1
3,h,1,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.04,0.061,-0.02,-0.073,1,19.0,0.0896,0.0901,0.0114,0.0114,0.9117,5.0,0.0002,0.0098,0.004,16.0,0.0,0.5,0.0049,cookies,0,1,0
3,h,10,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.045,0.0644,-0.019,-0.072,1,25.0,0.0674,0.1102,0.0316,0.0116,0.912,5.0,0.0,0.0246,0.034,14.0,0.0,0.5,0.0006,cookies,0,1,0
3,h,11,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.042,0.053,0.0676,-0.024,-0.077,1,26.0,0.0683,0.1016,0.0096,0.0158,0.912,5.0,0.0001,0.0182,0.0166,15.0,0.0,0.4098,0.0007,cookies,0,1,0
3,h,12,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.041,0.0616,-0.019,-0.072,1,28.0,0.0713,0.2964,0.2841,0.018,0.9118,6.0,0.0213,0.0194,0.018,-1.0,0.0,0.3842,0.0085,cookies,0,1,1
3,h,13,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.041,0.059,0.0718,-0.026,-0.079,1,43.0,0.0682,0.1116,0.0402,0.0411,0.9119,10.0,0.0011,0.0231,0.0238,32.0,0.0,0.5,0.0015,cookies,0,1,0
3,h,14,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.04,0.0602,-0.02,-0.073,1,26.0,0.0841,0.1991,0.1722,0.0163,0.912,6.0,0.0214,0.0453,0.0453,-1.0,0.0,0.4088,0.002,cookies,0,1,1
3,h,15,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.044,0.0637,-0.027,-0.08,1,150.0,0.0695,0.1372,0.0849,-1.0,-1.0,3.0,0.0136,0.0285,0.0282,-1.0,0.0,0.5,0.0015,cookies,0,0,0
3,h,16,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.045,0.0636,-0.024,-0.077,1,25.0,0.0852,0.0894,0.0344,0.0113,0.9118,5.0,0.0003,0.0126,0.0104,-1.0,0.0,0.5,0.0098,cookies,0,1,1
3,h,17,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.047,0.044,0.0644,-0.022,-0.075,1,27.0,0.0799,0.1034,0.0501,0.0072,0.912,8.0,0.001,0.0232,0.0231,-1.0,0.0,0.5,0.0008,cookies,0,1,1
3,h,18,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.039,0.0595,-0.017,-0.07,1,26.0,0.0843,0.0967,0.0231,0.0102,0.9119,6.0,0.0008,0.0162,0.0155,-1.0,0.0,0.398,0.0036,cookies,0,1,1
3,h,19,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.047,0.0658,-0.023,-0.076,1,24.0,0.0741,0.0946,0.0163,0.0161,0.9118,6.0,0.0001,0.0153,0.0153,15.0,0.0,0.5,0.0038,cookies,0,1,0
3,h,2,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.047,0.045,0.0651,-0.02,-0.073,1,26.0,0.0742,0.0838,0.0458,0.0205,0.9116,5.0,0.0008,0.0145,0.005,-1.0,0.0,0.4575,0.006,cookies,0,1,1
3,h,20,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.05,0.0679,-0.028,-0.081,1,26.0,0.0748,0.1175,0.0234,0.007,0.912,5.0,0.0016,0.0197,0.0197,-1.0,0.0,0.4983,0.003,cookies,0,1,1
3,h,21,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.043,0.0622,-0.019,-0.072,1,19.0,0.0687,0.1001,0.0218,0.0218,0.9116,5.0,0.0003,0.0095,0.0094,15.0,0.0,0.5,0.0018,cookies,0,1,0
3,h,22,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.042,0.058,0.0716,-0.025,-0.078,1,27.0,0.0684,0.0951,0.002,0.0083,0.9118,4.0,0.0025,0.0205,0.02,16.0,0.0,0.5,0.0018,cookies,0,1,0
3,h,23,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.046,0.0651,-0.019,-0.072,1,25.0,0.0715,0.0747,0.0202,0.0229,0.9119,5.0,0.0006,0.0272,0.0268,14.0,0.0,0.5,0.0076,cookies,0,1,0
3,h,24,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.046,0.0644,-0.022,-0.075,1,25.0,0.0749,0.0989,0.0131,0.0046,0.912,6.0,0.0001,0.0265,0.0265,-1.0,0.0,0.5,0.0062,cookies,0,1,1
3,h,25,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.04,0.061,-0.02,-0.073,1,32.0,0.0744,0.0873,0.0342,0.0342,0.9122,6.0,0.0,0.0171,0.0171,23.0,0.0,0.5,0.0078,cookies,0,1,1
3,h,3,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.052,0.0688,-0.026,-0.079,1,32.0,0.0773,0.1875,0.1656,0.0104,0.9118,8.0,0.0214,0.0132,0.0128,-1.0,0.0,0.5,0.0005,cookies,0,1,2
3,h,4,0.7306,0.07,0.03,0.02573322,-0.29030457,6,-0.043,0.029,0.0519,0.031,-0.022,1,19.0,0.0686,0.0737,0.0103,0.0086,0.9119,2.0,0.0001,0.013,0.0128,13.0,0.0,0.5,0.0002,cookies,0,1,0
3,h,5,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.044,0.052,0.0681,-0.027,-0.08,1,27.0,0.0703,0.1096,0.0149,0.0143,0.9118,4.0,0.0001,0.0239,0.0239,16.0,0.0,0.5,0.0015,cookies,0,1,0
3,h,6,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.049,0.0665,-0.024,-0.077,1,150.0,0.0278,0.1898,0.1477,-1.0,-1.0,3.0,0.0044,0.025,0.0111,-1.0,0.0,0.3334,0.0095,cookies,0,0,0
3,h,7,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.046,0.048,0.0665,-0.025,-0.078,1,29.0,0.0649,0.0949,0.011,0.0097,0.9118,7.0,0.0011,0.0276,0.0239,22.0,0.0,0.5,0.0059,cookies,0,1,0
3,h,8,0.7306,0.07,0.03,0.02573322,-0.29030457,7,-0.045,0.049,0.0665,-0.027,-0.08,1,107.0,0.0476,0.1278,0.0554,-1.0,-1.0,24.0,0.0128,0.0479,0.0401,-1.0,0.0,0.5,0.0033,cookies,0,0,0
3,h,9,0.7306,0.07,0.03,0.02573322,-0.29030457,6,-0.044,0.03,0.0533,0.025,-0.028,1,23.0,0.0765,0.0661,0.0196,0.006,0.912,3.0,0.0014,0.0213,0.0201,16.0,0.0,0.5,0.0117,cookies,0,1,0
4,g,1,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,12,-0.08,-0.007,0.0803,0.04,-0.013,1,350.0,0.003,0.4807,0.5321,-1.0,-1.0,0.0,0.0001,0.0102,0.0041,-1.0,0.0,0.5,0.0026,cookies,0,0,0
4,g,10,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,13,-0.089,-0.001,0.089,0.005,-0.048,1,350.0,0.0253,0.5135,0.3118,-1.0,-1.0,5.0,0.0001,0.2295,0.2295,-1.0,0.0,0.5,0.036,cookies,0,0,0
4,g,11,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,23,-0.082,0.004,0.0821,0.029,-0.024,1,350.0,0.0036,0.4749,0.5222,-1.0,-1.0,1.0,0.0001,0.0,0.0,-1.0,0.0,0.4419,0.0011,distractor_bowl,0,0,0
4,g,12,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,20,-0.081,0.006,0.0812,0.038,-0.015,1,350.0,0.0776,0.4296,0.4626,-1.0,-1.0,2.0,0.0001,0.0446,0.0446,-1.0,0.0,0.5,0.0034,ramekin,0,0,0
4,g,13,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,11,-0.093,-0.002,0.093,0.027,-0.026,1,350.0,0.0024,0.6333,0.5142,-1.0,-1.0,0.0,0.0001,0.1083,0.0674,-1.0,0.0,0.5,0.1963,ramekin,0,0,0
4,g,14,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.072,-0.008,0.0724,0.025,-0.028,1,350.0,0.0201,0.1711,0.3087,-1.0,-1.0,5.0,0.0001,0.0,0.0,-1.0,0.0,0.5,0.0075,distractor_bowl,0,0,0
4,g,15,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,18,-0.082,0.003,0.0821,0.03,-0.023,1,350.0,0.0345,0.1735,0.3352,-1.0,-1.0,7.0,0.0001,0.0,0.0,-1.0,0.0,0.5,0.0001,distractor_bowl,0,0,0
4,g,16,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,15,-0.083,0.006,0.0832,0.018,-0.035,1,350.0,0.02,0.4425,0.5072,-1.0,-1.0,1.0,0.0001,0.0136,0.0136,-1.0,0.0,0.5,0.0007,distractor_bowl,0,0,0
4,g,17,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.067,-0.002,0.067,0.031,-0.022,1,350.0,0.0129,0.4509,0.4874,-1.0,-1.0,2.0,0.0001,0.0009,0.0009,-1.0,0.0,0.4923,0.0065,distractor_bowl,0,0,0
4,g,18,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.084,-0.011,0.0847,0.035,-0.018,1,350.0,0.0041,0.5154,0.5306,-1.0,-1.0,0.0,0.0001,0.0008,0.0008,-1.0,0.0,0.2926,0.0065,distractor_bowl,0,0,0
4,g,19,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,12,-0.067,0.004,0.0671,0.032,-0.021,1,350.0,0.0144,0.4357,0.4724,-1.0,-1.0,3.0,0.0001,0.0,0.0,-1.0,0.0,0.4952,0.003,distractor_bowl,0,0,0
4,g,2,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,9,-0.082,-0.007,0.0823,-0.004,-0.057,1,350.0,0.0615,0.2785,0.1194,-1.0,-1.0,5.0,0.1645,0.3191,0.3191,-1.0,0.0,0.5,0.0808,ramekin,0,0,0
4,g,20,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,11,-0.085,-0.002,0.085,0.028,-0.025,1,350.0,0.0225,0.5632,0.5088,-1.0,-1.0,3.0,0.0001,0.0567,0.0567,-1.0,0.0,0.5,0.0815,ramekin,0,0,0
4,g,21,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,19,-0.093,-0.001,0.093,0.031,-0.022,1,350.0,0.0137,0.56,0.5023,-1.0,-1.0,2.0,0.0001,0.0308,0.0308,-1.0,10.0,0.5,0.0006,cookies,0,0,0
4,g,22,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,18,-0.091,-0.003,0.091,0.032,-0.021,1,350.0,0.0588,0.3717,0.2717,-1.0,-1.0,2.0,0.1108,0.2555,0.2555,-1.0,0.0,0.5,0.0179,cookies,0,0,0
4,g,23,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,21,-0.084,-0.002,0.084,0.028,-0.025,1,350.0,0.0051,0.553,0.4704,-1.0,-1.0,0.0,0.0001,0.0,0.0,-1.0,0.0,0.5,0.1757,ramekin,0,0,0
4,g,24,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,13,-0.087,-0.005,0.0871,0.034,-0.019,1,129.0,0.0679,0.1491,0.031,-1.0,-1.0,5.0,0.1519,0.0508,0.0508,-1.0,0.0,0.5,0.0366,cookies,0,0,0
4,g,25,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,12,-0.082,0.002,0.082,0.028,-0.025,1,350.0,0.009,0.3696,0.4158,-1.0,-1.0,2.0,0.0001,0.001,0.001,-1.0,0.0,0.5,0.0059,cookies,0,0,0
4,g,3,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,15,-0.074,0.005,0.0742,0.041,-0.012,1,350.0,0.0158,0.3732,0.4163,-1.0,-1.0,3.0,0.0001,0.0011,0.0011,-1.0,0.0,0.5,0.0004,distractor_bowl,0,0,0
4,g,4,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,24,-0.076,0.002,0.076,0.032,-0.021,1,350.0,0.0043,0.5286,0.4916,-1.0,-1.0,1.0,0.0001,0.062,0.0268,-1.0,0.0,0.5,0.0204,cookies,0,0,0
4,g,5,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,22,-0.083,0.001,0.083,0.033,-0.02,1,350.0,0.004,0.4286,0.4754,-1.0,-1.0,3.0,0.0001,0.02,0.02,-1.0,0.0,0.5,0.0,distractor_bowl,0,0,0
4,g,6,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.082,0.003,0.0821,0.038,-0.015,1,350.0,0.0061,0.5894,0.5039,-1.0,-1.0,2.0,0.0001,0.1202,0.1202,-1.0,10.0,0.5,0.0023,distractor_bowl,0,0,0
4,g,7,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,22,-0.082,0.003,0.0821,0.028,-0.025,1,350.0,0.06,0.2886,0.0438,-1.0,-1.0,52.0,0.1646,0.1185,0.1185,-1.0,0.0,0.5,0.1448,cookies,0,0,0
4,g,8,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,12,-0.089,-0.003,0.0891,0.026,-0.027,1,350.0,0.0341,0.4619,0.5074,-1.0,-1.0,2.0,0.0001,0.0146,0.0146,-1.0,0.0,0.5,0.0,distractor_bowl,0,0,0
4,g,9,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,25,-0.088,-0.001,0.088,0.035,-0.018,1,350.0,0.0269,0.4187,0.4572,-1.0,-1.0,4.0,0.0001,0.0115,0.002,-1.0,0.0,0.5,0.0022,cookies,0,0,0
4,h,1,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,18,-0.079,0.004,0.0791,0.03,-0.023,1,350.0,0.0571,0.3253,0.3406,-1.0,-1.0,4.0,0.0001,0.0305,0.0123,-1.0,0.0,0.4975,0.0033,cookies,0,0,0
4,h,10,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.086,-0.001,0.086,0.027,-0.026,1,350.0,0.0628,0.2884,0.2918,-1.0,-1.0,1.0,0.0001,0.0193,0.0193,-1.0,0.0,0.4491,0.0,distractor_bowl,0,0,0
4,h,11,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,18,-0.083,0.002,0.083,0.032,-0.021,1,350.0,0.0884,0.3145,0.3488,-1.0,-1.0,3.0,0.0001,0.0032,0.0032,-1.0,0.0,0.4509,0.0068,cookies,0,0,0
4,h,12,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,27,-0.049,0.038,0.062,0.034,-0.019,1,350.0,0.0136,0.4074,0.495,-1.0,-1.0,2.0,0.0001,0.0057,0.0057,-1.0,0.0,0.5,0.0116,distractor_bowl,0,0,0
4,h,13,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,14,-0.086,-0.001,0.086,0.003,-0.05,1,350.0,0.0281,0.4391,0.4949,-1.0,-1.0,1.0,0.0001,0.0114,0.0114,-1.0,0.0,0.5,0.005,distractor_bowl,0,0,0
4,h,14,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,15,-0.064,0.022,0.0677,0.029,-0.024,1,350.0,0.0099,0.3931,0.4671,-1.0,-1.0,3.0,0.0001,0.0,0.0,-1.0,0.0,0.5,0.0,distractor_bowl,0,0,0
4,h,15,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,18,-0.088,-0.001,0.088,0.034,-0.019,1,54.0,0.0717,0.1437,0.0582,-1.0,-1.0,5.0,0.1497,0.007,0.0016,-1.0,0.0,0.5,0.0105,distractor_bowl,0,0,0
4,h,16,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.077,0.0,0.077,-0.003,-0.056,1,350.0,0.0337,0.441,0.5078,-1.0,-1.0,2.0,0.0001,0.0056,0.0056,-1.0,0.0,0.5,0.0092,distractor_bowl,0,0,0
4,h,17,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,19,-0.094,-0.001,0.094,0.028,-0.025,1,350.0,0.0144,0.5292,0.4744,-1.0,-1.0,2.0,0.0001,0.0216,0.0216,-1.0,0.0,0.5,0.1199,cookies,0,0,0
4,h,18,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,12,-0.087,-0.001,0.087,0.017,-0.036,1,350.0,0.0147,0.3981,0.423,-1.0,-1.0,1.0,0.0001,0.0136,0.0136,-1.0,0.0,0.4619,0.0101,cookies,0,0,0
4,h,19,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,9,-0.085,-0.012,0.0858,0.031,-0.022,1,350.0,0.0623,0.1838,0.1436,-1.0,-1.0,27.0,0.1647,0.1868,0.1868,-1.0,0.0,0.5,0.106,cookies,0,0,0
4,h,2,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,9,-0.08,0.007,0.0803,0.011,-0.042,1,350.0,0.0236,0.508,0.5137,-1.0,-1.0,1.0,0.0001,0.013,0.013,-1.0,2.0,0.5,0.1556,cookies,0,0,0
4,h,20,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,28,-0.084,0.012,0.0849,0.032,-0.021,1,350.0,0.0773,0.0963,0.3516,-1.0,-1.0,3.0,0.0001,0.0,0.0,-1.0,2372.0,0.5,0.0034,distractor_bowl,0,0,0
4,h,21,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.076,-0.009,0.0765,0.029,-0.024,1,350.0,0.0662,0.3746,0.1571,-1.0,-1.0,3.0,0.1003,0.1568,0.1567,-1.0,0.0,0.5,0.136,ramekin,0,0,0
4,h,22,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,19,-0.084,-0.002,0.084,0.03,-0.023,1,350.0,0.0124,0.5122,0.4901,-1.0,-1.0,2.0,0.0001,0.067,0.067,-1.0,0.0,0.5,0.0,distractor_bowl,0,0,0
4,h,23,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,6,-0.081,-0.002,0.081,0.014,-0.039,1,350.0,0.0225,0.6141,0.5258,-1.0,-1.0,5.0,0.0001,0.0,0.0,-1.0,0.0,0.5,0.0834,ramekin,0,0,0
4,h,24,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,7,-0.044,0.047,0.0644,0.032,-0.021,1,234.0,0.0722,0.1058,0.0332,0.0328,0.9065,41.0,0.1646,0.0726,0.0705,-1.0,0.0,0.5,0.0017,cookies,0,1,1
4,h,25,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,9,-0.082,0.004,0.0821,0.039,-0.014,1,350.0,0.0171,0.3649,0.4109,-1.0,-1.0,5.0,0.0002,0.0011,0.0011,-1.0,0.0,0.5,0.016,distractor_bowl,0,0,0
4,h,3,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,12,-0.092,0.037,0.0992,0.024,-0.029,1,350.0,0.0481,0.5548,0.4152,-1.0,-1.0,5.0,0.0001,0.0627,0.0615,-1.0,10.0,0.5,1.9671,ramekin,0,0,0
4,h,4,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,13,-0.078,0.009,0.0785,0.019,-0.034,1,350.0,0.0195,0.4193,0.471,-1.0,-1.0,3.0,0.0001,0.0116,0.0116,-1.0,0.0,0.5,0.0014,distractor_bowl,0,0,0
4,h,5,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,21,-0.082,0.0,0.082,0.028,-0.025,1,48.0,0.0879,0.1461,0.0831,0.0445,0.9171,5.0,0.1485,0.0175,0.0145,-1.0,0.0,0.4886,0.0282,distractor_bowl,0,1,1
4,h,6,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,19,-0.083,0.003,0.0831,0.031,-0.022,1,350.0,0.0169,0.4605,0.5035,-1.0,-1.0,3.0,0.0001,0.0094,0.0094,-1.0,0.0,0.5,0.0056,distractor_bowl,0,0,0
4,h,7,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,9,-0.086,-0.003,0.0861,0.032,-0.021,1,350.0,0.0035,0.19,0.464,-1.0,-1.0,1.0,0.0001,0.0,0.0,-1.0,0.0,0.5,0.0045,distractor_bowl,0,0,0
4,h,8,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.069,-0.006,0.0693,0.03,-0.023,1,350.0,0.0227,0.4813,0.5145,-1.0,-1.0,3.0,0.0001,0.0114,0.0113,-1.0,0.0,0.5,0.0066,distractor_bowl,0,0,0
4,h,9,0.7692,0.096038,-0.141643,0.02573322,-0.29030457,8,-0.086,-0.007,0.0863,0.026,-0.027,1,350.0,0.0574,0.3312,0.1422,-1.0,-1.0,3.0,0.1107,0.2584,0.2584,-1.0,0.0,0.5,0.0655,ramekin,0,0,0
5,g,1,0.5016,-0.2,0.2,0.07,0.03,6,-0.027,-0.052,0.0586,0.007,-0.046,1,150.0,0.0884,0.098,0.0856,-1.0,-1.0,6.0,0.0289,0.081,0.081,-1.0,926.0,0.5,0.0039,ramekin,0,0,0
5,g,10,0.5016,-0.2,0.2,0.07,0.03,5,-0.001,-0.046,0.046,0.04,-0.013,1,150.0,0.084,0.1407,0.0852,-1.0,-1.0,4.0,0.0412,0.0771,0.0771,-1.0,929.0,0.5,0.0014,ramekin,0,0,0
5,g,11,0.5016,-0.2,0.2,0.07,0.03,5,-0.011,-0.049,0.0502,0.04,-0.013,1,25.0,0.0895,0.0863,0.0872,0.0135,0.9113,6.0,0.0328,0.0838,0.0837,-1.0,5.0,0.5,0.0,ramekin,0,1,1
5,g,12,0.5016,-0.2,0.2,0.07,0.03,5,-0.004,-0.05,0.0502,0.041,-0.012,1,38.0,0.083,0.0931,0.0285,0.0393,0.9119,8.0,0.0006,0.0106,0.0133,27.0,0.0,0.5,0.0,ramekin,0,1,2
5,g,13,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.052,0.0528,0.041,-0.012,1,28.0,0.0889,0.0917,0.0152,0.008,0.9118,4.0,0.0005,0.0311,0.0297,17.0,0.0,0.5,0.0002,ramekin,0,1,0
5,g,14,0.5016,-0.2,0.2,0.07,0.03,5,-0.009,-0.051,0.0518,0.041,-0.012,1,34.0,0.0812,0.0903,0.0433,0.0423,0.9167,11.0,0.0006,0.0499,0.0499,-1.0,0.0,0.5,0.0,ramekin,0,1,3
5,g,15,0.5016,-0.2,0.2,0.07,0.03,6,-0.028,-0.051,0.0582,0.006,-0.047,1,32.0,0.0915,0.0825,0.0159,0.0127,0.9125,3.0,0.0004,0.0399,0.0318,21.0,0.0,0.5,0.0039,ramekin,0,1,0
5,g,16,0.5016,-0.2,0.2,0.07,0.03,6,-0.02,-0.047,0.0511,0.015,-0.038,1,51.0,0.1054,0.0896,0.037,0.011,0.9117,12.0,0.0002,0.0226,0.0226,-1.0,0.0,0.445,0.0011,ramekin,0,1,5
