task,episode,steps,dPlate,bowlz,maxlift,peaklift,pmove,refok,refpm,holdd,holdz,retq,btilt,bzmin,bimp,bpen,pmax,bpush,slip,ltilt,ikfail,rotacc,nclose,ok,distmax,distobj,strict,strict_why,close_q,d_x,d_y,tip_rim,hold_drift,lost_n,termhold,reject_n,ok013,ok020,ok030,ok050
8,21,32.0,0.0357,0.9169,0.0512,0.0512,0.0164,-1.0,0.0076,0.0202,0.912,-1.0,36.8,0.898,5.0,0.0004,0.0181,0.0,0.0783,36.8,0.0,0.5,1.0,0.0,0.0131,distractor_bowl,0,,8,-0.02,-0.074,-0.012,0.0065,1,1,1,0,0,1,1
8,22,119.0,0.0698,0.9071,0.0603,0.0603,0.0996,-1.0,0.0753,0.042,0.9153,-1.0,37.7,0.898,19.0,0.0103,0.0996,0.0,0.092,37.7,0.0,0.5,1.0,0.0,0.0395,distractor_bowl,0,,8,-0.019,-0.071,-0.031,0.0035,1,1,1,0,0,0,1
8,23,28.0,0.0158,0.9129,0.0551,0.0551,0.0165,17.0,0.0093,0.0276,0.9152,-1.0,31.1,0.898,4.0,0.0002,0.011,0.0,0.0912,31.1,0.0,0.5,1.0,0.0,0.0103,distractor_bowl,0,dist=0.0057(distractor_bowl,8,-0.011,-0.076,-0.015,0.003,0,1,0,0,0,1,1
8,24,30.0,0.0423,0.912,0.049,0.049,0.0213,-1.0,0.0076,0.0223,0.9119,-1.0,40.2,0.898,4.0,0.0001,0.0223,0.0,0.0949,40.2,0.0,0.5,1.0,0.0,0.0109,distractor_bowl,0,,8,-0.022,-0.074,-0.03,0.0002,1,1,0,0,0,1,1
8,25,141.0,0.0661,0.9133,0.0535,0.0535,0.0583,-1.0,0.0521,0.0479,0.9117,-1.0,43.9,0.898,10.0,0.0061,0.0754,0.0004,0.12,43.9,0.0,0.5,1.0,0.0,0.0479,distractor_bowl,0,,8,-0.032,-0.063,-0.045,0.0008,1,1,0,0,0,0,1
8,26,27.0,0.0305,0.9118,0.0663,0.0663,0.0299,16.0,0.0232,0.0293,0.9134,-1.0,29.5,0.898,4.0,0.0001,0.0232,0.0003,0.0904,29.5,0.0,0.5,1.0,0.0,0.01,distractor_bowl,0,dist=0.0054(distractor_bowl,8,-0.023,-0.072,-0.032,0.0026,0,1,0,0,0,1,1
8,27,28.0,0.0369,0.912,0.0576,0.0576,0.0184,-1.0,0.0166,0.0308,0.9161,-1.0,28.1,0.898,4.0,0.0,0.0192,0.0,0.0884,28.1,0.0,0.5,1.0,0.0,0.0103,distractor_bowl,0,,8,-0.022,-0.074,-0.029,0.0022,1,1,0,0,0,0,1
8,28,30.0,0.0471,0.9116,0.0449,0.0449,0.073,19.0,0.0645,0.0283,0.9152,-1.0,33.2,0.898,3.0,0.0005,0.0645,0.0,0.0949,33.2,0.0,0.4848,1.0,0.0,0.0109,distractor_bowl,0,dist=0.0064(distractor_bowl,8,-0.023,-0.067,-0.032,0.0041,0,1,0,0,0,1,1
8,29,44.0,0.0377,0.9111,0.0584,0.0584,0.0108,33.0,0.016,0.0437,0.9134,-1.0,38.1,0.898,5.0,0.0008,0.0198,0.0001,0.09,38.1,0.0,0.5,1.0,0.0,0.0152,distractor_bowl,0,dist=0.0106(distractor_bowl,8,-0.022,-0.07,-0.029,0.0019,0,1,0,0,0,0,1
8,3,26.0,0.0239,0.9218,0.0528,0.0528,0.0057,-1.0,0.0062,0.0362,0.9117,-1.0,28.5,0.898,2.0,0.0003,0.0087,0.0,0.08,28.5,0.0,0.5,1.0,0.0,0.0097,distractor_bowl,0,,8,-0.019,-0.074,-0.012,0.0034,1,1,0,0,0,0,1
8,30,30.0,0.0355,0.9116,0.0339,0.0339,0.0109,19.0,0.0042,0.0341,0.9119,-1.0,41.7,0.898,3.0,0.0005,0.0109,0.0217,0.1073,41.7,0.0,0.5,1.0,0.0,0.0109,distractor_bowl,0,dist=0.0064(distractor_bowl,8,-0.001,-0.09,-0.024,0.0016,0,1,0,0,0,0,1
8,31,35.0,0.0635,0.9141,0.0577,0.0577,0.0385,-1.0,0.0323,0.0404,0.9118,-1.0,33.0,0.898,7.0,0.0002,0.0406,0.0,0.0904,33.0,0.0,0.5,1.0,0.0,0.0124,distractor_bowl,0,,8,-0.02,-0.07,-0.031,0.0,1,1,0,0,0,0,1
8,32,27.0,0.0341,0.9118,0.06,0.06,0.0179,16.0,0.0161,0.0329,0.9144,-1.0,29.0,0.898,4.0,0.0004,0.0161,0.0,0.0937,29.0,0.0,0.5,1.0,0.0,0.01,distractor_bowl,0,dist=0.0054(distractor_bowl,8,-0.021,-0.071,-0.031,0.0037,0,1,0,0,0,0,1
8,33,33.0,0.0267,0.9116,0.032,0.032,0.005,22.0,0.0044,0.0325,0.9124,-1.0,38.1,0.898,3.0,0.0005,0.0059,0.0,0.0769,38.1,0.0,0.495,1.0,0.0,0.0134,distractor_bowl,0,dist=0.0088(distractor_bowl,8,-0.016,-0.072,-0.012,0.0066,0,1,1,0,0,0,1
8,34,29.0,0.0322,0.9117,0.0589,0.0589,0.0153,18.0,0.0147,0.0329,0.9135,-1.0,31.3,0.898,3.0,0.0002,0.0147,0.0001,0.0918,31.3,0.0,0.5,1.0,0.0,0.0106,distractor_bowl,0,dist=0.0061(distractor_bowl,8,-0.024,-0.069,-0.039,0.0019,0,1,0,0,0,0,1
8,35,150.0,0.0967,0.902,0.04,0.04,0.0189,-1.0,-1.0,-1.0,-1.0,-1.0,31.8,0.898,7.0,0.0,0.024,0.0,0.0872,31.8,0.0,0.5,1.0,0.0,0.0459,distractor_bowl,0,,8,-0.023,-0.077,-0.013,,0,0,0,0,0,0,0
8,36,27.0,0.0283,0.9119,0.0417,0.0417,0.0084,16.0,0.0048,0.0103,0.9158,-1.0,31.3,0.898,3.0,0.0001,0.0095,0.0008,0.0951,31.3,0.0,0.5,1.0,0.0,0.01,distractor_bowl,0,dist=0.0054(distractor_bowl,8,-0.022,-0.067,-0.039,0.002,0,1,0,1,1,1,1
8,37,27.0,0.0525,0.9119,0.037,0.037,0.0141,-1.0,0.0095,0.0292,0.9139,-1.0,35.6,0.898,4.0,0.0,0.0163,0.0,0.0845,35.6,0.0,0.5,1.0,0.0,0.01,distractor_bowl,0,,8,-0.02,-0.072,-0.012,0.0023,1,1,0,0,0,1,1
8,38,28.0,0.0182,0.912,0.0493,0.0493,0.0039,17.0,0.0041,0.0391,0.9122,-1.0,31.8,0.898,4.0,0.0,0.0053,0.0,0.0747,31.8,0.0,0.5,1.0,0.0,0.0103,distractor_bowl,0,dist=0.0057(distractor_bowl,8,-0.016,-0.071,-0.012,0.0024,0,1,0,0,0,0,1
8,39,26.0,0.0274,0.9115,0.0593,0.0593,0.0036,15.0,0.0102,0.0142,0.9145,-1.0,34.1,0.898,2.0,0.0004,0.0102,0.0,0.0823,34.1,0.0,0.5,1.0,0.0,0.0097,distractor_bowl,0,dist=0.0051(distractor_bowl,8,-0.017,-0.069,-0.025,0.0032,0,1,0,0,1,1,1
8,4,26.0,0.039,0.9157,0.0547,0.0547,0.0322,-1.0,0.0232,0.0296,0.9121,-1.0,31.1,0.898,4.0,0.0003,0.0324,0.0,0.0914,31.1,0.0,0.5,1.0,0.0,0.0097,distractor_bowl,0,,8,-0.019,-0.07,-0.028,0.0015,1,1,0,0,0,1,1
8,40,28.0,0.0239,0.914,0.0498,0.0498,0.0038,17.0,0.0067,0.0429,0.913,-1.0,33.9,0.898,3.0,0.0,0.0067,0.0,0.1031,33.9,0.0,0.3863,1.0,0.0,0.0103,distractor_bowl,0,dist=0.0057(distractor_bowl,7,-0.007,-0.074,-0.013,0.0007,0,1,0,0,0,0,1
8,41,26.0,0.0166,0.9146,0.0633,0.0633,0.0256,15.0,0.0198,0.03,0.9137,-1.0,31.2,0.898,2.0,0.0,0.0198,0.0,0.0818,31.2,0.0,0.5,1.0,0.0,0.0097,distractor_bowl,0,dist=0.0051(distractor_bowl,8,-0.022,-0.074,-0.026,0.0029,0,1,0,0,0,0,1
8,42,31.0,0.0294,0.9173,0.0634,0.0634,0.0213,-1.0,0.0198,0.0276,0.918,-1.0,29.2,0.898,3.0,0.0003,0.0232,0.0008,0.0948,29.2,0.0,0.3621,1.0,0.0,0.0143,distractor_bowl,0,,8,-0.025,-0.069,-0.045,0.0082,1,1,2,0,0,1,1
8,43,28.0,0.0241,0.9108,0.0516,0.0516,0.0301,-1.0,0.0104,0.0305,0.913,-1.0,31.2,0.898,2.0,0.0011,0.0301,0.0,0.0828,31.2,0.0,0.5,1.0,0.0,0.0103,distractor_bowl,0,,8,-0.019,-0.071,-0.013,0.0009,1,1,0,0,0,0,1
8,44,31.0,0.0164,0.9119,0.0623,0.0623,0.0121,20.0,0.0119,0.011,0.9157,-1.0,29.0,0.898,3.0,0.0001,0.0124,0.0,0.0753,29.0,0.0,0.5,1.0,0.0,0.0112,distractor_bowl,0,dist=0.0067(distractor_bowl,8,-0.021,-0.077,-0.028,0.0006,0,1,0,1,1,1,1
8,45,28.0,0.0255,0.9119,0.0515,0.0515,0.0207,17.0,0.0189,0.0186,0.9159,-1.0,30.1,0.898,4.0,0.0,0.0189,0.0,0.0904,30.1,0.0,0.5,1.0,0.0,0.0103,distractor_bowl,0,dist=0.0057(distractor_bowl,8,-0.025,-0.075,-0.029,0.0017,0,1,0,0,1,1,1
8,46,37.0,0.0296,0.912,0.0494,0.0494,0.006,-1.0,0.0063,0.0344,0.9159,-1.0,31.3,0.898,6.0,0.0007,0.0134,0.0,0.0794,31.3,0.0,0.4697,1.0,0.0,0.0146,distractor_bowl,0,,8,-0.018,-0.074,-0.013,0.0018,2,1,0,0,0,0,1
8,47,37.0,0.0365,0.911,0.0193,0.0193,0.0086,-1.0,-1.0,-1.0,-1.0,-1.0,29.2,0.898,1.0,0.001,0.0106,0.0,0.0762,0.0,0.0,0.5,1.0,1.0,0.0115,distractor_bowl,0,,8,-0.017,-0.071,-0.013,,0,0,0,0,0,0,0
8,48,30.0,0.0433,0.9205,0.0396,0.0396,0.0097,-1.0,0.0025,0.0286,0.9173,-1.0,33.4,0.898,1.0,0.0,0.0097,0.0,0.0784,33.4,0.0,0.5,1.0,0.0,0.0109,distractor_bowl,0,,8,-0.017,-0.074,-0.011,0.0022,1,1,0,0,0,1,1
8,49,150.0,0.2402,0.9118,0.0604,0.0604,0.282,-1.0,-1.0,-1.0,-1.0,-1.0,42.1,0.898,17.0,0.0,0.2825,0.0,0.1009,42.1,0.0,0.5,1.0,0.0,0.1372,ramekin,0,,8,-0.025,-0.075,-0.029,,0,0,0,0,0,0,0
8,5,26.0,0.0282,0.9208,0.0671,0.0671,0.0136,-1.0,0.0131,0.0354,0.9129,-1.0,29.6,0.898,3.0,0.0,0.0137,0.0,0.0822,29.6,0.0,0.4781,1.0,0.0,0.0097,distractor_bowl,0,,8,-0.019,-0.077,-0.021,0.001,1,1,0,0,0,0,1
8,50,150.0,0.0897,0.8981,0.0525,0.0525,0.1549,-1.0,0.0252,0.0543,0.9064,-1.0,37.0,0.898,11.0,0.0134,0.1549,0.0,0.0837,37.0,0.0,0.5,1.0,0.0,0.0474,distractor_bowl,0,,8,-0.014,-0.071,-0.012,0.0087,0,0,1,0,0,0,0
8,6,25.0,0.0465,0.9169,0.048,0.048,0.009,14.0,0.0053,0.0222,0.9175,-1.0,30.3,0.898,1.0,0.0008,0.0084,0.0,0.0846,29.3,0.0,0.5,1.0,0.0,0.0094,distractor_bowl,0,pmax=0.0084,8,-0.015,-0.068,-0.027,0.0002,0,1,0,0,0,1,1
8,7,29.0,0.0649,0.9094,0.0489,0.0489,0.0117,-1.0,0.0263,0.0465,0.9153,-1.0,35.1,0.898,4.0,0.0,0.0313,0.0,0.1034,35.1,0.0,0.5,1.0,0.0,0.0106,distractor_bowl,0,,8,-0.022,-0.073,-0.021,0.0029,1,1,0,0,0,0,1
8,8,23.0,0.0421,0.9123,0.0477,0.0477,0.0136,-1.0,0.0068,0.0264,0.9121,-1.0,35.0,0.898,3.0,0.0,0.0136,0.0,0.0836,35.0,0.0,0.5,1.0,0.0,0.0088,distractor_bowl,0,,8,-0.015,-0.069,-0.014,0.0,1,1,0,0,0,1,1
8,9,26.0,0.0338,0.912,0.0499,0.0499,0.0081,15.0,0.012,0.0413,0.913,-1.0,31.5,0.898,2.0,0.0,0.0129,0.0,0.08,31.5,0.0,0.3818,1.0,0.0,0.0097,distractor_bowl,0,dist=0.0051(distractor_bowl,8,-0.013,-0.069,-0.013,0.002,0,1,0,0,0,0,1
9,1,250.0,0.2478,0.9518,0.017,0.017,0.1354,-1.0,-1.0,-1.0,-1.0,-1.0,180.0,0.9518,3.0,0.1746,0.1354,0.0,0.2953,0.0,13.0,0.5,1.0,0.0,0.1283,cookies,0,,6,-0.027,0.038,-0.015,,0,0,0,0,0,0,0
9,10,47.0,0.0351,0.9117,0.1037,0.1037,0.0081,38.0,0.0081,0.0351,0.9117,-1.0,31.2,0.9117,9.0,0.2139,0.0122,0.0,0.122,23.8,0.0,0.5,1.0,1.0,0.0,ramekin,0,"pmax=0.0122,bpen=0.2139",6,-0.031,0.039,-0.029,0.0,0,1,0,0,0,0,1
9,11,56.0,0.0349,0.9115,0.0087,0.0087,0.0103,48.0,0.0103,0.0349,0.9115,55.0,38.1,0.8978,11.0,0.2286,0.0103,0.0,0.359,0.0,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,"pmax=0.0103,bpen=0.2286",6,-0.024,0.037,-0.011,0.0067,1,1,1,0,0,0,1
9,12,31.0,0.0242,0.912,0.1004,0.1004,0.0019,20.0,0.001,0.0189,0.9131,-1.0,23.7,0.9118,7.0,0.0738,0.002,0.0,0.1333,23.7,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,bpen=0.0738,6,-0.041,0.034,-0.028,0.0011,0,1,0,0,1,1,1
9,13,250.0,0.0785,0.898,0.093,0.093,0.3414,-1.0,-1.0,-1.0,-1.0,-1.0,41.2,0.8979,13.0,0.2285,0.3414,0.0029,0.5283,29.9,0.0,0.5,1.0,0.0,0.3395,ramekin,0,,6,-0.043,0.037,-0.028,,0,0,0,0,0,0,0
9,14,250.0,0.2387,0.898,0.013,0.013,0.0811,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,0.898,5.0,0.2284,0.0811,0.0,0.356,0.0,3.0,0.5,1.0,0.0,0.1036,cookies,0,,6,-0.027,0.034,-0.014,,0,0,0,0,0,0,0
9,15,38.0,0.0253,0.9117,0.1044,0.1044,0.033,-1.0,0.0079,0.0211,0.9122,-1.0,32.6,0.9117,8.0,0.1031,0.033,0.0,0.1187,32.6,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.035,0.037,-0.03,0.0012,2,1,0,0,0,1,1
9,16,23.0,0.0357,0.9164,0.0925,0.0925,0.0448,20.0,0.0299,0.0301,0.9117,22.0,27.3,0.9117,7.0,0.0905,0.0299,0.0,0.1403,27.3,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,"pmax=0.0299,bpen=0.0905",6,-0.034,0.037,-0.03,0.0,0,1,0,0,0,0,1
9,17,50.0,0.0502,0.9109,0.0861,0.0861,0.0359,-1.0,0.0044,0.0476,0.9108,-1.0,90.0,0.8979,14.0,0.2285,0.0376,0.0,0.3455,29.4,0.0,0.5,1.0,0.0,0.0001,cookies,0,,6,-0.033,0.041,-0.029,0.0,1,1,0,0,0,0,1
9,18,40.0,0.0459,0.9103,0.0932,0.0932,0.0814,29.0,0.0276,0.0118,0.9115,-1.0,33.6,0.906,13.0,0.0761,0.0288,0.0,0.1396,29.3,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,"pmax=0.0288,bpen=0.0761",6,-0.044,0.032,-0.03,0.0002,0,1,0,1,1,1,1
9,19,27.0,0.0246,0.9121,0.0939,0.0939,0.0071,-1.0,0.0012,0.0445,0.916,-1.0,30.0,0.9117,5.0,0.0656,0.0071,0.0,0.1313,30.0,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.041,0.032,-0.03,0.0032,1,1,0,0,0,0,1
9,2,32.0,0.0798,0.8991,0.0927,0.0927,0.0377,-1.0,0.0389,0.0443,0.9116,-1.0,58.6,0.8991,8.0,0.2273,0.0389,0.0,0.1239,31.3,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.03,0.036,-0.016,0.0,1,1,0,0,0,0,1
9,20,250.0,0.2177,0.917,0.0785,0.0785,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.7,0.917,2.0,0.2094,0.0,0.0,0.3455,21.6,1829.0,0.5,1.0,0.0,0.0,cookies,0,,6,-0.024,0.034,-0.016,,0,0,0,0,0,0,0
9,21,250.0,0.467,1.1264,0.0041,0.0041,0.0002,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,1.1264,1.0,0.0,0.0025,0.0,0.4307,0.0,3.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,5,-0.041,0.042,-0.013,,0,0,0,0,0,0,0
9,22,250.0,0.488,1.1264,0.0012,0.0012,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,1.1264,0.0,0.0,0.0,0.0,0.1932,0.0,1611.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.044,0.041,-0.029,,0,0,0,0,0,0,0
9,23,250.0,0.1766,0.9093,0.0914,0.0914,0.1612,-1.0,-1.0,-1.0,-1.0,-1.0,34.5,0.898,77.0,0.2283,0.1626,0.0,0.1589,25.2,0.0,0.5,1.0,0.0,0.038,ramekin,0,,6,-0.027,0.04,-0.02,,0,0,0,0,0,0,0
9,24,35.0,0.0402,0.9021,0.0886,0.0886,0.0865,-1.0,0.0522,0.0429,0.912,-1.0,34.4,0.8986,10.0,0.0529,0.0959,0.0035,0.1313,34.4,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.045,0.035,-0.031,0.0019,1,1,0,0,0,0,1
9,25,36.0,0.0339,0.9119,0.0948,0.0948,0.0007,25.0,0.0016,0.0393,0.9118,-1.0,29.5,0.8979,3.0,0.2285,0.0022,0.0,0.3874,27.5,0.0,0.5,1.0,0.0,0.0,ramekin,0,bpen=0.2285,6,-0.033,0.037,-0.03,0.0013,0,1,0,0,0,0,1
9,26,250.0,0.0493,0.9268,0.0583,0.0583,0.4169,-1.0,-1.0,-1.0,-1.0,-1.0,46.3,0.8979,73.0,0.2285,0.4169,0.0,0.226,38.0,0.0,0.4979,1.0,0.0,0.0004,cookies,0,,6,-0.023,0.039,-0.012,,0,0,0,0,0,0,0
9,27,250.0,0.3152,0.9515,0.0945,0.0945,0.1947,-1.0,-1.0,-1.0,-1.0,-1.0,180.0,0.9515,1.0,0.1749,0.1947,0.0,0.5753,22.3,0.0,0.5,1.0,0.0,0.3542,ramekin,0,,6,-0.03,0.031,-0.028,,0,0,0,0,0,0,0
9,28,73.0,0.0304,0.9077,0.0911,0.0911,0.2668,-1.0,0.2668,0.0488,0.9093,-1.0,33.4,0.898,18.0,0.2284,0.2668,0.0,0.1234,27.3,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.038,0.034,-0.03,0.008,1,1,1,0,0,0,1
9,29,250.0,0.4819,1.1264,0.0032,0.0032,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.6,1.1264,1.0,0.0,0.0,0.0,0.4608,0.0,9.0,0.4833,1.0,0.0,0.0,ramekin,0,,6,-0.035,0.031,-0.03,,0,0,0,0,0,0,0
9,3,126.0,0.0642,0.9122,0.0708,0.0708,0.0693,-1.0,0.0689,0.0447,0.912,-1.0,77.0,0.898,35.0,0.2284,0.0779,0.0,0.1076,28.7,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.023,0.034,-0.012,0.0,1,1,0,0,0,0,1
9,30,250.0,0.4124,1.1264,0.0544,0.0544,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.7,1.1264,3.0,0.0,0.0,0.0,0.3503,83.7,0.0,0.4889,1.0,0.0,0.0,distractor_bowl,0,,5,-0.045,0.043,-0.017,,0,0,0,0,0,0,0
9,31,250.0,0.4794,1.1264,0.0024,0.0024,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,1.1264,0.0,0.0,0.0,0.0,0.4384,0.0,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.025,0.036,-0.011,,0,0,0,0,0,0,0
9,32,28.0,0.071,0.9181,0.111,0.111,0.009,-1.0,0.0004,0.0474,0.914,-1.0,24.8,0.9141,6.0,0.2095,0.009,0.0,0.1176,24.8,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.038,0.039,-0.029,0.0006,1,1,0,0,0,0,1
9,33,31.0,0.0052,0.9121,0.0903,0.0903,0.0523,20.0,0.0505,0.0088,0.9122,-1.0,30.3,0.9119,6.0,0.0665,0.0507,0.0,0.1226,28.3,0.0,0.5,1.0,0.0,0.0,ramekin,0,"pmax=0.0507,bpen=0.0665",6,-0.039,0.044,-0.028,0.0,0,1,0,1,1,1,1
9,34,250.0,0.316,0.9517,0.0238,0.0238,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,180.0,0.9517,2.0,0.1747,0.0,0.0,0.2726,23.9,1796.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.025,0.032,-0.012,,0,0,0,0,0,0,0
9,35,250.0,0.1309,0.9058,0.0606,0.0606,0.2509,-1.0,-1.0,-1.0,-1.0,-1.0,42.3,0.8979,53.0,0.2285,0.2509,0.0,0.1537,31.4,11.0,0.5,1.0,0.0,0.0034,cookies,0,,6,-0.02,0.033,-0.011,,0,0,0,0,0,0,0
9,36,29.0,0.015,0.912,0.0961,0.0961,0.0085,-1.0,0.001,0.0405,0.9146,-1.0,23.2,0.912,9.0,0.026,0.0122,0.0,0.1091,23.2,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.032,0.035,-0.03,0.0002,1,1,0,0,0,0,1
9,37,250.0,0.3201,0.8979,0.0875,0.0875,0.0714,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,0.8979,3.0,0.2285,0.0819,0.0,0.3085,23.0,0.0,0.5,1.0,0.0,0.0601,cookies,0,,6,-0.027,0.041,-0.021,,0,0,0,0,0,0,0
9,38,28.0,0.0366,0.9146,0.0961,0.0961,0.0019,17.0,0.0019,0.0405,0.9147,-1.0,26.1,0.9138,7.0,0.1091,0.0019,0.0,0.1076,26.1,0.0,0.5,1.0,0.0,0.0,ramekin,0,bpen=0.1091,6,-0.027,0.037,-0.016,0.0003,0,1,0,0,0,0,1
9,39,31.0,0.0495,0.9114,0.0707,0.0707,0.0506,-1.0,0.0352,0.0226,0.9118,-1.0,43.5,0.9111,9.0,0.2067,0.0506,0.0,0.1082,30.1,0.0,0.5,1.0,0.0,0.0,ramekin,0,,5,-0.031,0.038,-0.014,0.0,1,1,0,0,0,1,1
9,4,28.0,0.0224,0.9122,0.0963,0.0963,0.0034,17.0,0.0004,0.046,0.915,-1.0,25.5,0.9122,7.0,0.0383,0.0034,0.0,0.1161,25.5,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,bpen=0.0383,6,-0.033,0.037,-0.029,0.0007,0,1,0,0,0,0,1
9,40,60.0,0.0461,0.9006,0.0907,0.0907,0.1487,-1.0,0.0708,0.0329,0.9144,-1.0,26.4,0.9006,11.0,0.2152,0.1487,0.0,0.1171,26.4,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.034,0.04,-0.028,0.0021,1,1,1,0,0,0,1
9,41,250.0,0.1833,0.9093,0.0972,0.0972,0.6089,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,0.9021,4.0,0.2243,0.6089,0.0,0.581,22.6,0.0,0.481,1.0,0.0,0.3591,ramekin,0,,6,-0.026,0.036,-0.025,,0,0,0,0,0,0,0
9,42,33.0,0.006,0.9158,0.0958,0.0958,0.0022,22.0,0.0008,0.0121,0.9117,-1.0,24.9,0.9117,9.0,0.0455,0.0032,0.0,0.1058,21.6,0.0,0.3562,1.0,0.0,0.0,distractor_bowl,0,bpen=0.0455,6,-0.033,0.034,-0.027,0.0,0,1,0,1,1,1,1
9,43,250.0,0.0288,0.898,0.0828,0.0828,0.18,-1.0,-1.0,-1.0,-1.0,-1.0,46.3,0.898,71.0,0.2232,0.18,0.0,0.1394,33.1,1.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.034,0.037,-0.03,,0,0,0,0,0,0,0
9,44,27.0,0.0243,0.912,0.1042,0.1042,0.0016,16.0,0.0,0.0303,0.9131,-1.0,23.4,0.9116,6.0,0.0726,0.0016,0.0,0.111,23.4,0.0,0.5,1.0,0.0,0.0,ramekin,0,bpen=0.0726,6,-0.029,0.035,-0.029,0.0043,0,1,0,0,0,0,1
9,45,250.0,0.4814,1.1264,0.0014,0.0014,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,1.1264,0.0,0.0,0.0013,0.0,0.409,0.0,7.0,0.4813,1.0,0.0,0.0,ramekin,0,,6,-0.035,0.034,-0.03,,0,0,0,0,0,0,0
9,46,250.0,0.3056,0.9515,0.0884,0.0884,0.0555,-1.0,-1.0,-1.0,-1.0,-1.0,180.0,0.9515,1.0,0.1749,0.0556,0.0,0.3228,27.2,0.0,0.4995,1.0,0.0,0.001,cookies,0,,6,-0.037,0.034,-0.03,,0,0,0,0,0,0,0
9,47,27.0,0.0202,0.9121,0.1083,0.1083,0.016,-1.0,0.0019,0.0447,0.913,-1.0,30.0,0.9121,8.0,0.0713,0.0198,0.0,0.1305,30.0,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.035,0.038,-0.028,0.0009,1,1,0,0,0,0,1
9,48,250.0,0.4485,1.1264,0.0307,0.0307,0.0025,-1.0,-1.0,-1.0,-1.0,-1.0,19.7,1.1264,3.0,0.0,0.0082,0.0,0.4417,19.7,0.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.027,0.029,-0.011,,0,0,0,0,0,0,0
9,49,33.0,0.0701,0.9184,0.0898,0.0898,0.0489,-1.0,0.0167,0.0368,0.9115,-1.0,30.9,0.9104,9.0,0.208,0.0489,0.0,0.1289,26.7,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.038,0.032,-0.03,0.0,1,1,0,0,0,0,1
9,5,250.0,0.0311,0.9014,0.0952,0.0952,0.1582,-1.0,0.0494,0.0496,0.9069,-1.0,30.5,0.898,82.0,0.2277,0.1588,0.0,0.1249,29.4,14.0,0.5,1.0,0.0,0.0,ramekin,0,,6,-0.033,0.045,-0.029,0.0075,0,0,1,0,0,0,1
9,50,41.0,0.0371,0.9211,0.0949,0.0949,0.0095,-1.0,0.0311,0.0395,0.9114,-1.0,27.2,0.9106,13.0,0.2158,0.052,0.0,0.1279,26.4,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.039,0.031,-0.028,0.0,1,1,0,0,0,0,1
9,6,85.0,0.067,0.9119,0.0996,0.0996,0.0748,-1.0,0.0353,0.0328,0.9137,-1.0,37.3,0.9051,22.0,0.2213,0.0895,0.0,0.1171,25.4,0.0,0.5,1.0,0.0,0.0,distractor_bowl,0,,6,-0.043,0.033,-0.029,0.0027,1,1,0,0,0,0,1
9,7,250.0,0.3336,0.911,0.0649,0.0649,0.0021,-1.0,-1.0,-1.0,-1.0,-1.0,35.9,0.8979,3.0,0.2285,0.0021,0.0,0.2466,28.0,0.0,0.4938,1.0,0.0,0.0701,cookies,0,,6,-0.021,0.036,-0.014,,0,0,0,0,0,0,0
9,8,250.0,0.3457,0.9054,0.0927,0.0927,0.0006,-1.0,-1.0,-1.0,-1.0,-1.0,26.7,0.8979,3.0,0.2285,0.0006,0.0,0.3435,26.7,0.0,0.5,1.0,0.0,0.1494,cookies,0,,6,-0.034,0.045,-0.024,,0,0,0,0,0,0,0
